1025 16
-1.489482726901769638e-02,-1.966677978634834290e-02,-1.990892738103866577e-02,-6.721756886690855026e-03,-1.464429893530905247e-03,-5.285306647419929504e-02,7.596805691719055176e-03,2.845081966370344162e-03,1.756322756409645081e-02,3.254409134387969971e-02,-5.669242818839848042e-04,-2.016818895936012268e-02,-3.454965353012084961e-02,-3.348199278116226196e-02,-3.613435104489326477e-02,-3.480650251731276512e-03
-1.144893374294042587e-02,-6.901188939809799194e-02,2.530706860125064850e-02,-6.657274067401885986e-02,-2.768274024128913879e-02,-1.420098077505826950e-02,-5.059145763516426086e-02,-1.768362894654273987e-02,-5.657320842146873474e-02,-1.135082542896270752e-02,-2.335370052605867386e-03,-1.760382205247879028e-02,-9.152976796030998230e-03,-2.846135385334491730e-02,-1.093794871121644974e-02,1.608275109902024269e-03
9.508013725280761719e-03,-1.337910294532775879e-01,5.076559633016586304e-02,-1.395298093557357788e-01,-2.334218099713325500e-02,-1.608786135911941528e-01,-8.604586124420166016e-02,7.381629198789596558e-02,-1.966469548642635345e-02,1.233937144279479980e-01,5.575060844421386719e-02,-7.514136284589767456e-02,-2.306243963539600372e-02,-1.214912608265876770e-01,-9.537588804960250854e-02,1.046680193394422531e-02
4.153464734554290771e-02,-3.997477591037750244e-01,2.853076756000518799e-01,-4.645377695560455322e-01,-1.375746279954910278e-01,-5.431074500083923340e-01,-3.207238614559173584e-01,1.682098507881164551e-01,-6.110729649662971497e-02,3.395981788635253906e-01,-7.286018226295709610e-03,-1.853139847517013550e-01,5.472158547490835190e-03,-4.230312705039978027e-01,-1.844912022352218628e-01,4.969624057412147522e-02
-2.505709528923034668e-01,-4.059985876083374023e-01,4.116200506687164307e-01,-3.064121901988983154e-01,-3.795693516731262207e-01,-4.317437410354614258e-01,-3.283844292163848877e-01,-1.362406760454177856e-01,1.364736258983612061e-01,1.872533559799194336e-01,-6.186722517013549805e-01,2.867363020777702332e-02,9.775979444384574890e-03,-6.149330735206604004e-01,-1.684688404202461243e-02,1.943888068199157715e-01
-4.982496201992034912e-01,-1.662581861019134521e-01,1.376353786326944828e-03,1.515062749385833740e-01,-6.430298089981079102e-01,4.571087956428527832e-01,-5.958818644285202026e-02,-5.028101205825805664e-01,1.216908395290374756e-01,-4.841044545173645020e-01,-5.124993324279785156e-01,1.373322904109954834e-01,-3.152143061161041260e-01,-4.690887033939361572e-01,-1.933034062385559082e-01,1.317638754844665527e-01
-5.774234607815742493e-02,-1.597720533609390259e-01,5.753375217318534851e-02,-1.535442769527435303e-01,-4.546130597591400146e-01,3.608346283435821533e-01,-1.263247132301330566e-01,-3.293918967247009277e-01,-1.286148577928543091e-01,-2.036258280277252197e-01,4.836461544036865234e-01,-4.893302619457244873e-01,-7.409902215003967285e-01,-8.034273982048034668e-02,-4.762640297412872314e-01,-2.690553432330489159e-03
2.809215188026428223e-01,-1.586249172687530518e-01,5.791472196578979492e-01,-3.289572596549987793e-01,-1.780880093574523926e-01,-2.558294236660003662e-01,2.874725759029388428e-01,-2.148085534572601318e-01,2.370602488517761230e-01,-3.167312964797019958e-02,3.689186871051788330e-01,-3.601322472095489502e-01,-3.179780840873718262e-01,4.774586260318756104e-01,-2.746167778968811035e-02,-4.657605290412902832e-02
-1.269877515733242035e-02,2.045088112354278564e-01,2.949609160423278809e-01,-8.742569386959075928e-02,-8.879896253347396851e-02,-3.624387979507446289e-01,7.330296635627746582e-01,-2.230570912361145020e-01,4.654291868209838867e-01,-3.199798613786697388e-02,1.089236438274383545e-01,5.733404755592346191e-01,1.612733304500579834e-02,5.114189982414245605e-01,4.832932949066162109e-01,3.065761923789978027e-01
-6.467334032058715820e-01,-1.946970522403717041e-01,-2.017418444156646729e-01,8.770841360092163086e-02,-4.568998143076896667e-02,-3.638624250888824463e-01,-2.495470829308032990e-02,-2.001800984144210815e-01,-2.777733802795410156e-01,-1.446975022554397583e-01,3.960504829883575439e-01,4.373815655708312988e-01,2.883881516754627228e-02,2.832398116588592529e-01,1.705996245145797729e-01,5.573238134384155273e-01
-3.934116661548614502e-01,-4.366384744644165039e-01,-3.668396174907684326e-02,3.386509418487548828e-01,-1.362701356410980225e-01,-3.046824634075164795e-01,1.525765955448150635e-01,1.133021041750907898e-01,-4.995796382427215576e-01,-2.943752706050872803e-01,4.126507043838500977e-01,-1.203831136226654053e-01,3.181609213352203369e-01,-1.409377157688140869e-01,-4.210226535797119141e-01,1.274587213993072510e-01
7.987006753683090210e-02,1.731083989143371582e-01,4.864440113306045532e-02,3.606602549552917480e-01,-1.389581710100173950e-01,-1.624887883663177490e-01,8.195717334747314453e-01,6.599476188421249390e-02,-1.962812840938568115e-01,1.338183581829071045e-01,8.003416657447814941e-02,-3.049178421497344971e-01,2.374284565448760986e-01,-4.393958449363708496e-01,-2.876040637493133545e-01,-4.866236075758934021e-02
8.855763077735900879e-02,4.507985413074493408e-01,-4.827837459743022919e-03,1.481367647647857666e-01,1.288408935070037842e-01,-8.100181818008422852e-02,5.926228761672973633e-01,-3.239835202693939209e-01,-3.543114662170410156e-01,5.068649649620056152e-01,-1.027523577213287354e-01,-1.760193407535552979e-01,-2.593018710613250732e-01,-4.049836397171020508e-01,1.848815083503723145e-01,1.072005257010459900e-01
-2.057664096355438232e-01,-1.046446338295936584e-01,3.426660597324371338e-02,-4.066466540098190308e-02,3.266493678092956543e-01,-3.542330116033554077e-02,-5.267683044075965881e-02,-5.767256617546081543e-01,-5.892316102981567383e-01,2.643898725509643555e-01,-2.574107944965362549e-01,-3.557115793228149414e-01,-3.225973546504974365e-01,5.501476116478443146e-03,2.602722942829132080e-01,5.135271325707435608e-02
-2.693884670734405518e-01,-6.260673999786376953e-01,4.129014164209365845e-02,-1.923798769712448120e-01,3.042542934417724609e-01,8.463496714830398560e-02,-1.446014642715454102e-01,-4.162081182003021240e-01,-4.959704577922821045e-01,-7.536862790584564209e-02,-3.124155402183532715e-01,-3.562701344490051270e-01,-8.409707248210906982e-02,2.107117623090744019e-01,1.073333695530891418e-01,-1.626013815402984619e-01
-4.635160043835639954e-02,-6.957475543022155762e-01,2.209255844354629517e-02,-2.412648648023605347e-01,1.926180571317672729e-01,2.781050205230712891e-01,3.086602687835693359e-01,4.160764161497354507e-03,-1.526417583227157593e-01,-1.909981369972229004e-01,-1.876101791858673096e-01,7.534953206777572632e-02,5.042267590761184692e-02,3.913798183202743530e-02,3.435584902763366699e-02,-3.550922572612762451e-01
1.334114558994770050e-02,-4.546862244606018066e-01,-8.843705803155899048e-02,-1.765832304954528809e-01,6.811079382896423340e-02,3.522728681564331055e-01,5.547897219657897949e-01,2.902944386005401611e-01,1.469022184610366821e-01,-2.067480795085430145e-02,-1.012973636388778687e-01,1.790715008974075317e-01,4.587773978710174561e-02,-3.663660585880279541e-02,1.049685999751091003e-01,-2.267381846904754639e-01
-6.702627241611480713e-02,-2.294602245092391968e-01,-3.189582228660583496e-01,-1.236990541219711304e-01,-3.943636640906333923e-02,2.350428700447082520e-01,3.947254419326782227e-01,3.687792122364044189e-01,2.204657495021820068e-01,1.716034710407257080e-01,-1.851520128548145294e-02,-1.050783228129148483e-02,-1.333736032247543335e-01,-4.040624946355819702e-02,2.448635399341583252e-01,4.543729498982429504e-02
-1.136267632246017456e-01,-1.796242445707321167e-01,-4.623022675514221191e-01,-1.318295001983642578e-01,-7.852192223072052002e-02,3.264110535383224487e-03,3.840473294258117676e-02,3.794157207012176514e-01,2.407350018620491028e-02,1.147814840078353882e-01,5.813188850879669189e-02,-1.273510158061981201e-01,-4.288704991340637207e-01,-1.600462049245834351e-01,3.716301918029785156e-01,1.651056706905364990e-01
3.564383834600448608e-02,-2.234580516815185547e-01,-3.091407120227813721e-01,9.125450998544692993e-02,-1.635026745498180389e-02,-1.777188181877136230e-01,-1.251745820045471191e-01,2.541855573654174805e-01,-2.082002721726894379e-02,-5.158788338303565979e-02,3.844682127237319946e-02,-1.166538000106811523e-01,-4.753964841365814209e-01,-1.560658365488052368e-01,3.657349050045013428e-01,9.272024035453796387e-02
2.186026126146316528e-01,-2.929625809192657471e-01,-8.292698115110397339e-02,3.725914061069488525e-01,1.970899291336536407e-02,-3.329129815101623535e-01,-1.228836402297019958e-01,6.858590990304946899e-02,4.882000386714935303e-02,-3.019859492778778076e-01,-1.294051259756088257e-01,-2.183573395013809204e-01,-3.034113943576812744e-01,-1.092632412910461426e-01,1.939452290534973145e-01,-5.602373927831649780e-02
3.205261826515197754e-01,-2.734956741333007812e-01,-6.403333693742752075e-02,4.135501384735107422e-01,2.538474090397357941e-02,-2.581360042095184326e-01,-2.833288162946701050e-03,-5.238181725144386292e-02,1.872228384017944336e-01,-2.590219676494598389e-01,-1.952335685491561890e-01,-2.410777509212493896e-01,-6.405575573444366455e-02,2.832392975687980652e-02,1.727368310093879700e-02,2.377956733107566833e-02
3.599284589290618896e-01,-2.189217954874038696e-01,-2.266313433647155762e-01,1.765853166580200195e-01,2.872080169618129730e-02,-1.338826566934585571e-01,8.559247851371765137e-02,-1.748902201652526855e-01,2.285222113132476807e-01,-6.503947079181671143e-02,-1.520277559757232666e-01,-1.418435722589492798e-01,7.526325434446334839e-02,3.831151127815246582e-02,-1.930816769599914551e-01,1.816136091947555542e-01
4.525757730007171631e-01,-1.309127211570739746e-01,-2.364924997091293335e-01,-4.752219840884208679e-02,1.143978610634803772e-01,-1.721377111971378326e-02,1.097069457173347473e-01,-1.920738965272903442e-01,1.196164265275001526e-01,-2.993898093700408936e-02,-3.395412117242813110e-02,1.138012185692787170e-01,5.767847597599029541e-02,-5.021888390183448792e-02,-1.946667134761810303e-01,3.206133842468261719e-01
