1025 1
4.083636030554771423e-02
6.248069554567337036e-02
1.629996448755264282e-01
4.299000203609466553e-01
6.987471580505371094e-01
8.138433694839477539e-01
6.807258129119873047e-01
2.671859972178936005e-02
-5.282382369041442871e-01
6.249066069722175598e-02
3.198696076869964600e-01
-1.279966998845338821e-02
-3.206117451190948486e-02
3.469055891036987305e-01
4.934514164924621582e-01
1.879065185785293579e-01
-1.152774468064308167e-01
-9.707298129796981812e-02
9.934768080711364746e-02
2.260525971651077271e-01
2.249671667814254761e-01
1.352940201759338379e-01
3.651383146643638611e-02
-5.899126455187797546e-02
-1.949845999479293823e-01
-1.687422096729278564e-01
-2.454451844096183777e-02
9.253277629613876343e-02
1.206623688340187073e-01
6.125132367014884949e-02
-9.025533497333526611e-02
-2.390865534543991089e-01
-3.786843717098236084e-01
-4.029341340065002441e-01
-3.421317934989929199e-01
-3.137515485286712646e-01
-3.308755755424499512e-01
-2.880717515945434570e-01
-1.798350811004638672e-01
-1.443284451961517334e-01
-1.396104693412780762e-01
-1.633401215076446533e-01
-1.038395613431930542e-01
-9.822853654623031616e-02
-8.313027024269104004e-02
-8.563071489334106445e-02
-1.337224245071411133e-01
-1.528942137956619263e-01
-2.735495567321777344e-01
-3.306002318859100342e-01
-2.068862617015838623e-01
-1.656532585620880127e-01
-1.301494389772415161e-01
-6.217161938548088074e-02
-3.561068698763847351e-02
-6.836880464106798172e-03
3.204378113150596619e-02
4.597492516040802002e-02
5.060644820332527161e-02
4.022825881838798523e-02
3.864718368276953697e-03
-5.399268865585327148e-02
-6.124358624219894409e-02
-5.309422314167022705e-02
-1.072701290249824524e-01
-1.593678742647171021e-01
-1.024027541279792786e-01
-4.794265329837799072e-02
-5.045005679130554199e-02
-6.320935487747192383e-02
-4.116590321063995361e-02
-3.081037290394306183e-02
-6.468491256237030029e-02
-9.979320317506790161e-02
-5.503424257040023804e-02
-9.735791943967342377e-03
-1.643375726416707039e-03
-3.105475334450602531e-03
1.332822907716035843e-02
3.009833581745624542e-02
