16 1
-4.442699253559112549e-01
-4.150778353214263916e-01
-5.746046900749206543e-01
-5.490215420722961426e-01
-2.522356510162353516e-01
-5.026192069053649902e-01
-4.789969921112060547e-01
-4.260317385196685791e-01
-5.426090359687805176e-01
-5.296097397804260254e-01
-4.151222407817840576e-01
-5.255184173583984375e-01
-2.655946612358093262e-01
-3.336274921894073486e-01
-5.160037279129028320e-01
-6.045384407043457031e-01
